"Number","SpeciesName","VenacularName","TaxonName","TaxonAuthor","TaxonType"
"223","Alchemilla decumbens Buser","Niederliegender Frauenmantel","Alchemilla decumbens","Buser","plant"
"226","Alchemilla effusa Buser","Ausgebreiteter Frauenmantel","Alchemilla effusa","Buser","plant"
"193","Alchemilla exigua Buser ex Paulin","Kleiner Frauenmantel","Alchemilla exigua","Buser ex Paulin","plant"
"179","Alchemilla fallax Buser","Taeuschender Frauenmantel","Alchemilla fallax","Buser","plant"
"227","Alchemilla filicaulis Buser","Fadenstaengeliger Frauenmantel","Alchemilla filicaulis","Buser","plant"
"177","Alchemilla fissa agg.","Artengruppe Zerschlitzter Frauenmantel","Alchemilla fissa agg.","","plant"
"180","Alchemilla fissa Guenther & Schummel","Zerschlitzter Frauenmantel","Alchemilla fissa","Guenther & Schummel","plant"
"194","Alchemilla flabellata Buser","Faecher-Frauenmantel","Alchemilla flabellata","Buser","plant"
"235","Alchemilla glabra Neygenf.","Kahler Frauenmantel","Alchemilla glabra","Neygenf.","plant"
"195","Alchemilla glaucescens Wallr.","Bastard-Frauenmantel","Alchemilla glaucescens","Wallr.","plant"
"236","Alchemilla glomerulans Buser","Knaeueliger Frauenmantel","Alchemilla glomerulans","Buser","plant"
"165","Alchemilla grossidens Buser","Grobzaehniger Frauenmantel","Alchemilla grossidens","Buser","plant"
"238","Alchemilla heteropoda Buser","Verschiedenstieliger Frauenmantel","Alchemilla heteropoda","Buser","plant"
"166","Alchemilla hoppeana (Rchb.) Dalla Torre","Hoppes Frauenmantel","Alchemilla hoppeana","(Rchb.) Dalla Torre","plant"
"190","Alchemilla hybrida agg.","Artengruppe Bastard-Frauenmantel","Alchemilla hybrida agg.","","plant"
"240","Alchemilla impexa Buser","Ungekaemmter Frauenmantel","Alchemilla impexa","Buser","plant"
"183","Alchemilla incisa Buser","Eingeschnittener Frauenmantel","Alchemilla incisa","Buser","plant"
"241","Alchemilla inconcinna Buser","Unschoener Frauenmantel","Alchemilla inconcinna","Buser","plant"
"205","Alchemilla kerneri Rothm.","Kerners Frauenmantel","Alchemilla kerneri","Rothm.","plant"
"242","Alchemilla lineata Buser","Streifen-Frauenmantel","Alchemilla lineata","Buser","plant"
"20278","Alchemilla micans Buser","Zierlicher Frauenmantel","Alchemilla micans","Buser","plant"
"245","Alchemilla monticola Opiz","Bergwiesen-Frauenmantel","Alchemilla monticola","Opiz","plant"
"248","Alchemilla obscura Buser","Dunkler Frauenmantel","Alchemilla obscura","Buser","plant"
"250","Alchemilla obtusa Buser","Stumpfer Frauenmantel","Alchemilla obtusa","Buser","plant"
"185","Alchemilla othmarii Buser","Othmars Frauenmantel","Alchemilla othmarii","Buser","plant"
"172","Alchemilla pallens Buser","Bleicher Frauenmantel","Alchemilla pallens","Buser","plant"
"198","Alchemilla plicata Buser","Gefalteter Frauenmantel","Alchemilla plicata","Buser","plant"
"252","Alchemilla propinqua H. Lindb. ex Juz.","Verwandter Frauenmantel","Alchemilla propinqua","H. Lindb. ex Juz.","plant"
"254","Alchemilla reniformis Buser","Nierenblaettriger Frauenmantel","Alchemilla reniformis","Buser","plant"
"256","Alchemilla rubristipula Buser","Rotscheidiger Frauenmantel","Alchemilla rubristipula","Buser","plant"
"260","Alchemilla sinuata Buser","Gebuchteter Frauenmantel","Alchemilla sinuata","Buser","plant"
"208","Alchemilla splendens Christ ex Gremli","Schimmernder Frauenmantel","Alchemilla splendens","Christ ex Gremli","plant"
"262","Alchemilla straminea Buser","Strohgelber Frauenmantel","Alchemilla straminea","Buser","plant"
"263","Alchemilla strigosula Buser","Gestriegelter Frauenmantel","Alchemilla strigosula","Buser","plant"
"265","Alchemilla subcrenata Buser","Stumpfzaehniger Frauenmantel","Alchemilla subcrenata","Buser","plant"
"266","Alchemilla subglobosa C. G. Westerl.","Kugeliger Frauenmantel","Alchemilla subglobosa","C. G. Westerl.","plant"
"267","Alchemilla tenuis Buser","Duenner Frauenmantel","Alchemilla tenuis","Buser","plant"
"268","Alchemilla tirolensis Buser ex Dalla Torre & Sarnth.","Tiroler Frauenmantel","Alchemilla tirolensis","Buser ex Dalla Torre & Sarnth.","plant"
"269","Alchemilla trunciloba Buser","Gestutztlappiger Frauenmantel","Alchemilla trunciloba","Buser","plant"
"270","Alchemilla undulata Buser","Welliger Frauenmantel","Alchemilla undulata","Buser","plant"
"271","Alchemilla versipila Buser","Wechselhaariger Frauenmantel","Alchemilla versipila","Buser","plant"
"209","Alchemilla vulgaris agg.","Artengruppe Gewoehnlicher Frauenmantel","Alchemilla vulgaris agg.","","plant"
"26467","Alchemilla vulgaris L.","Spitzlappiger Frauenmantel","Alchemilla vulgaris","L.","plant"
"273","Alchemilla xanthochlora Rothm.","Gelbgruener Frauenmantel","Alchemilla xanthochlora","Rothm.","plant"
"274","Aldrovanda vesiculosa L.","Wasserfalle","Aldrovanda vesiculosa","L.","plant"
"276","Alisma gramineum Lej.","Grasblaettriger Froschloeffel","Alisma gramineum","Lej.","plant"
"277","Alisma lanceolatum With.","Lanzettblaettriger Froschloeffel","Alisma lanceolatum","With.","plant"
"278","Alisma plantago-aquatica L. s. str.","Gewoehnlicher Froschloeffel","Alisma plantago-aquatica","L. s. str.","plant"
"280","Alliaria petiolata (M. Bieb.) Cavara & Grande","Knoblauchsrauke","Alliaria petiolata","(M. Bieb.) Cavara & Grande","plant"
"284","Allium angulosum L.","Kantiger Lauch","Allium angulosum","L.","plant"
"285","Allium atropurpureum Waldst. & Kit.","Schwarzroter Lauch","Allium atropurpureum","Waldst. & Kit.","plant"
"287","Allium carinatum L. s. l.","Gekielter Lauch","Allium carinatum","L. s. l.","plant"
"24906","Allium carinatum subsp. carinatum L.","Gekielter Lauch i.e.S.","Allium carinatum subsp. carinatum","L.","plant"
"20318","Allium carinatum subsp. pulchellum Bonnier & Layens","Schoener Lauch","Allium carinatum subsp. pulchellum","Bonnier & Layens","plant"
"300","Allium oleraceum L.","Gemuese-Lauch","Allium oleraceum","L.","plant"
"307","Allium paradoxum (M. Bieb.) G. Don","Wunder-Lauch","Allium paradoxum","(M. Bieb.) G. Don","plant"
"311","Allium schoenoprasum L.","Schnitt-Lauch","Allium schoenoprasum","L.","plant"
"20326","Allium scorodoprasum subsp. rotundum (L.) Stearn","Runder Lauch","Allium scorodoprasum subsp. rotundum","(L.) Stearn","plant"
"20330","Allium scorodoprasum subsp. scorodoprasum L.","Schlangen-Lauch","Allium scorodoprasum subsp. scorodoprasum","L.","plant"
"6583","Allium senescens L. s. l.","Berg-Lauch","Allium senescens","L. s. l.","plant"
"20321","Allium senescens subsp. montanum (Fr.) Holub","Berg-Lauch","Allium senescens subsp. montanum","(Fr.) Holub","plant"
"315","Allium sphaerocephalon L.","Kugelkoepfiger Lauch","Allium sphaerocephalon","L.","plant"
"316","Allium strictum Schrad.","Steifer Lauch","Allium strictum","Schrad.","plant"
"317","Allium suaveolens Jacq.","Wohlriechender Lauch","Allium suaveolens","Jacq.","plant"
"320","Allium ursinum L.","Baer-Lauch","Allium ursinum","L.","plant"
"321","Allium victorialis L.","Allermannsharnisch","Allium victorialis","L.","plant"
"26922","Allium vineale L. s. l.","Weinbergs-Lauch","Allium vineale","L. s. l.","plant"
"11767","Alnus alnobetula (Ehrh.) K. Koch","Gruen-Erle","Alnus alnobetula","(Ehrh.) K. Koch","plant"
"325","Alnus glutinosa (L.) P. Gaertn.","Schwarz-Erle","Alnus glutinosa","(L.) P. Gaertn.","plant"
"326","Alnus incana (L.) Moench","Grau-Erle","Alnus incana","(L.) Moench","plant"
"50143","Aloina aloides (Schultz) Kindb.","","","","moss"
"50144","Aloina ambigua (Bruch & Schimp.) Limpr.","","","","moss"
"50145","Aloina brevirostris (Hook. & Grev.) Kindb.","","","","moss"
"50146","Aloina rigida (Hedw.) Limpr.","Aloemoos","","","moss"
"329","Alopecurus aequalis Sobol.","Rotgelbes Fuchsschwanzgras","Alopecurus aequalis","Sobol.","plant"
"335","Alopecurus arundinaceus Poir.","Rohr-Fuchsschwanzgras","Alopecurus arundinaceus","Poir.","plant"
"330","Alopecurus bulbosus Gouan","Knolliges Fuchsschwanzgras","Alopecurus bulbosus","Gouan","plant"
"331","Alopecurus geniculatus L.","Knick-Fuchsschwanzgras","Alopecurus geniculatus","L.","plant"
"333","Alopecurus myosuroides Huds.","Acker-Fuchsschwanzgras","Alopecurus myosuroides","Huds.","plant"
"336","Alopecurus pratensis L.","Wiesen-Fuchsschwanzgras","Alopecurus pratensis","L.","plant"
"20342","Alopecurus rendlei Eig","Aufgeblasenes Fuchsschwanzgras","Alopecurus rendlei","Eig","plant"
"339","Althaea hirsuta L.","Rauer Eibisch","Althaea hirsuta","L.","plant"
"340","Althaea officinalis L.","Echter Eibisch","Althaea officinalis","L.","plant"
"345","Alyssum alyssoides (L.) L.","Kelch-Steinkraut","Alyssum alyssoides","(L.) L.","plant"
"350","Alyssum montanum L.","Berg-Steinkraut","Alyssum montanum","L.","plant"
"26457","Alyssum montanum subsp. gmelinii (Jord. & Fourr.) Thell.","Sand-Steinkraut","Alyssum montanum subsp. gmelinii","(Jord. & Fourr.) Thell.","plant"
"26456","Alyssum montanum subsp. montanum L.","Gewoehnliches Berg-Steinkraut","Alyssum montanum subsp. montanum","L.","plant"
"357","Amaranthus albus L.","Weisser Fuchsschwanz","Amaranthus albus","L.","plant"
"358","Amaranthus blitoides S. Watson","Westamerikanischer Fuchsschwanz","Amaranthus blitoides","S. Watson","plant"
"20366","Amaranthus blitum L. s. l.","Aufsteigender Fuchsschwanz","Amaranthus blitum","L. s. l.","plant"
"7301","Amaranthus blitum subsp. emarginatus (Moq. ex Uline & W. L. Bray) Carretero et. al. s. l.","Ausgerandeter Fuchsschwanz","Amaranthus blitum subsp. emarginatus","(Moq. ex Uline & W. L. Bray) Carretero et. al. s. l.","plant"
"6589","Amaranthus bouchonii Thell.","Bouchons Fuchsschwanz","Amaranthus bouchonii","Thell.","plant"
"363","Amaranthus graecizans L.","Griechischer Fuchsschwanz","Amaranthus graecizans","L.","plant"
"368","Amaranthus powellii S. Watson","Gruenaehriger Fuchsschwanz","Amaranthus powellii","S. Watson","plant"
"370","Amaranthus retroflexus L.","Zurueckgekruemmter Fuchsschwanz","Amaranthus retroflexus","L.","plant"
"50147","Amblyodon dealbatus (Hedw.) Bruch & Schimp.","Stumpfzahnmoos","","","moss"
"50148","Amblystegium confervoides (Brid.) Schimp.","","","","moss"
"50149","Amblystegium fluviatile (Hedw.) Schimp.","","","","moss"
"50150","Amblystegium humile (P. Beauv.) Crundw.","","","","moss"
"50151","Amblystegium riparium (Hedw.) Schimp.","","","","moss"
"50152","Amblystegium saxatile Schimp.","","","","moss"
"50153","Amblystegium serpens (Hedw.) Schimp.","","","","moss"
"50154","Amblystegium serpens (Hedw.) Schimp. var. serpens","","","","moss"
"50155","Amblystegium serpens var. juratzkanum (Schimp.) Rau & Herv.","","","","moss"
"50156","Amblystegium subtile (Hedw.) Schimp.","","","","moss"
"50157","Amblystegium tenax (Hedw.) C.E.O. Jensen","","","","moss"
"50158","Amblystegium varium (Hedw.) Lindb.","","","","moss"
"20068","Ambrosia coronopifolia Torr. & A. Gray","Ausdauernde Ambrosie","Ambrosia coronopifolia","Torr. & A. Gray","plant"
"376","Amelanchier ovalis Medik.","Echte Felsenbirne","Amelanchier ovalis","Medik.","plant"
"384","Ammophila arenaria (L.) Link","Strandhafer","Ammophila arenaria","(L.) Link","plant"
"50159","Amphidium lapponicum (Hedw.) Schimp.","Bandmoos","","","moss"
"50160","Amphidium mougeotii (Bruch & Schimp.) Schimp.","","","","moss"
"389","Anacamptis pyramidalis (L.) Rich.","Hundswurz","Anacamptis pyramidalis","(L.) Rich.","plant"
"50161","Anacamptodon splachnoides (Brid.) Brid.","","","","moss"
"393","Anagallis arvensis L.","Acker-Gauchheil","Anagallis arvensis","L.","plant"
"396","Anagallis foemina Mill.","Blauer Gauchheil","Anagallis foemina","Mill.","plant"
"20404","Anagallis minima (L.) E. H. L. Krause","Acker-Kleinling","Anagallis minima","(L.) E. H. L. Krause","plant"
"397","Anagallis tenella (L.) L.","Zarter Gauchheil","Anagallis tenella","(L.) L.","plant"
"399","Anarrhinum bellidifolium (L.) Willd.","Lochschlund","Anarrhinum bellidifolium","(L.) Willd.","plant"
"50162","Anastrepta orcadensis (Hook.) Schiffn.","Orkneymoos","","","moss"
"50163","Anastrophyllum hellerianum (Lindenb.) R.M. Schust.","","","","moss"
"50164","Anastrophyllum minutum (Schreb.) R.M. Schust.","","","","moss"
"400","Anchusa arvensis (L.) M. Bieb. s. l.","Acker-Krummhals","Anchusa arvensis","(L.) M. Bieb. s. l.","plant"
"407","Anchusa officinalis L.","Gewoehnliche Ochsenzunge","Anchusa officinalis","L.","plant"
"50165","Andreaea rothii F. Weber & D. Mohr","Einseitswendiges Klaffmoos","","","moss"
"50166","Andreaea rothii F. Weber & D. Mohr ssp. rothii","","","","moss"
"50167","Andreaea rothii ssp. falcata (Schimp.) Lindb.","","","","moss"
"50168","Andreaea rupestris Hedw.","Felsenklaffmoos","","","moss"
"50169","Andreaea rupestris Hedw. var. rupestris","","","","moss"
"409","Andromeda polifolia L.","Rosmarinheide","Andromeda polifolia","L.","plant"
"417","Androsace chamaejasme Wulfen","Bewimperter Mannsschild","Androsace chamaejasme","Wulfen","plant"
"418","Androsace elongata L.","Langgestielter Mannsschild","Androsace elongata","L.","plant"
"419","Androsace hausmannii Leyb.","Dolomiten-Mannsschild","Androsace hausmannii","Leyb.","plant"
"420","Androsace helvetica (L.) All.","Schweizer Mannsschild","Androsace helvetica","(L.) All.","plant"
"421","Androsace lactea L.","Milchweisser Mannsschild","Androsace lactea","L.","plant"
"422","Androsace maxima L.","Grosser Mannsschild","Androsace maxima","L.","plant"
"423","Androsace obtusifolia All.","Stumpfblaettriger Mannsschild","Androsace obtusifolia","All.","plant"
"425","Androsace septentrionalis L.","Noerdlicher Mannsschild","Androsace septentrionalis","L.","plant"
"434","Anemone narcissiflora L. , nom. et orth. cons. prop.","Berghaehnlein","Anemone narcissiflora","L. , nom. et orth. cons. prop.","plant"
"435","Anemone nemorosa L.","Busch-Windroeschen","Anemone nemorosa","L.","plant"
"436","Anemone ranunculoides L.","Gelbes Windroeschen","Anemone ranunculoides","L.","plant"
"437","Anemone sylvestris L.","Grosses Windroeschen","Anemone sylvestris","L.","plant"
"50170","Aneura pinguis (L.) Dumort.","","","","moss"
"440","Angelica archangelica L.","Arznei-Engelwurz","Angelica archangelica","L.","plant"
"443","Angelica palustris (Besser) Hoffm.","Sumpf-Engelwurz","Angelica palustris","(Besser) Hoffm.","plant"
"445","Angelica sylvestris L.","Wald-Engelwurz","Angelica sylvestris","L.","plant"
"50171","Anomobryum julaceum (P. Gaertn. & al.) Schimp.","","","","moss"
"50172","Anomodon attenuatus (Hedw.) Huebener","Verduenntaestiges Trugzahnmoos","","","moss"
"50173","Anomodon longifolius (Brid.) Hartm.","Langblaettriges Trugzahnmoos","","","moss"
"50174","Anomodon rugelii (Muell.Hal.) Keissl.","","","","moss"
"50175","Anomodon viticulosus (Hedw.) Hook. & Taylor","Ranken-Trugzahnmoos","","","moss"
"447","Antennaria carpatica (Wahlenb.) Bluff & Fingerh.","Karpaten-Katzenpfoetchen","Antennaria carpatica","(Wahlenb.) Bluff & Fingerh.","plant"
"448","Antennaria dioica (L.) P. Gaertn.","Gewoehnliches Katzenpfoetchen","Antennaria dioica","(L.) P. Gaertn.","plant"
"450","Anthemis arvensis L.","Acker-Hundskamille","Anthemis arvensis","L.","plant"
"451","Anthemis austriaca Jacq.","Oesterreichische Hundskamille","Anthemis austriaca","Jacq.","plant"
"452","Anthemis cotula L.","Stinkende Hundskamille","Anthemis cotula","L.","plant"
"456","Anthemis ruthenica M. Bieb.","Ruthenische Hundskamille","Anthemis ruthenica","M. Bieb.","plant"
"459","Anthemis tinctoria L.","Faerber-Hundskamille","Anthemis tinctoria","L.","plant"
"461","Anthericum liliago L.","Traubige Graslilie","Anthericum liliago","L.","plant"
"462","Anthericum ramosum L.","Rispige Graslilie","Anthericum ramosum","L.","plant"
"50176","Anthoceros agrestis Paton","Dunkelsporiges Hornmoos","","","moss"
"50177","Anthoceros punctatus L.","","","","moss"
"464","Anthoxanthum alpinum Å. Loeve & D. Loeve","Alpen-Ruchgras","Anthoxanthum alpinum","Å. Loeve & D. Loeve","plant"
"20071","Anthoxanthum aristatum Boiss.","Grannen-Ruchgras","Anthoxanthum aristatum","Boiss.","plant"
"465","Anthoxanthum odoratum L. s. str.","Gewoehnliches Ruchgras","Anthoxanthum odoratum","L. s. str.","plant"
"467","Anthriscus caucalis M. Bieb.","Hunds-Kerbel","Anthriscus caucalis","M. Bieb.","plant"
"468","Anthriscus cerefolium (L.) Hoffm.","Garten-Kerbel","Anthriscus cerefolium","(L.) Hoffm.","plant"
"13071","Anthriscus cerefolium var. cerefolium (L.) Hoffm.","Gewoehnlicher Garten-Kerbel","Anthriscus cerefolium var. cerefolium","(L.) Hoffm.","plant"
"13073","Anthriscus cerefolium var. trichocarpa Neilr.","Wilder Garten-Krebel","Anthriscus cerefolium var. trichocarpa","Neilr.","plant"
"472","Anthriscus nitida (Wahlenb.) Hazsl.","Glanz-Kerbel","Anthriscus nitida","(Wahlenb.) Hazsl.","plant"
"473","Anthriscus sylvestris (L.) Hoffm.","Wiesen-Kerbel","Anthriscus sylvestris","(L.) Hoffm.","plant"
"20462","Anthriscus sylvestris subsp. alpina (Vill.) Gremli","Hochlagen-Wiesenkerbel","Anthriscus sylvestris subsp. alpina","(Vill.) Gremli","plant"
"26773","Anthriscus sylvestris subsp. stenophylla (Rouy & Camus) Briq.","Schmalblaettriger Wiesen-Kerbel","Anthriscus sylvestris subsp. stenophylla","(Rouy & Camus) Briq.","plant"
"20463","Anthriscus sylvestris subsp. sylvestris (L.) Hoffm.","Gewoehnlicher Wiesen-Kerbel","Anthriscus sylvestris subsp. sylvestris","(L.) Hoffm.","plant"
"477","Anthyllis vulneraria L. s. l.","Wundklee","Anthyllis vulneraria","L. s. l.","plant"
"478","Anthyllis vulneraria subsp. alpestris (Kit. ex Schult.) Asch. & Graebn.","Alpen-Wundklee","Anthyllis vulneraria subsp. alpestris","(Kit. ex Schult.) Asch. & Graebn.","plant"
"479","Anthyllis vulneraria subsp. carpatica (Pant.) Nyman s. str.","Karpaten-Wundklee","Anthyllis vulneraria subsp. carpatica","(Pant.) Nyman s. str.","plant"
"481","Anthyllis vulneraria subsp. maritima (Schweigg.) Corb.","Strand-Wundklee","Anthyllis vulneraria subsp. maritima","(Schweigg.) Corb.","plant"
"482","Anthyllis vulneraria subsp. polyphylla (DC.) Nyman","Steppen-Wundklee","Anthyllis vulneraria subsp. polyphylla","(DC.) Nyman","plant"
"485","Anthyllis vulneraria subsp. vulneraria L.","Gewoehnlicher Wundklee","Anthyllis vulneraria subsp. vulneraria","L.","plant"
"490","Antirrhinum majus L.","Loewenmaeulchen","Antirrhinum majus","L.","plant"
"50178","Antitrichia curtipendula (Hedw.) Brid.","Gegenhaarmoos","","","moss"
"491","Apera interrupta (L.) P. Beauv.","Unterbrochener Windhalm","Apera interrupta","(L.) P. Beauv.","plant"
"492","Apera spica-venti (L.) P. Beauv.","Acker-Windhalm","Apera spica-venti","(L.) P. Beauv.","plant"
"493","Aphanes arvensis L.","Gewoehnlicher Ackerfrauenmantel","Aphanes arvensis","L.","plant"
"494","Aphanes inexspectata W. Lippert","Kleinfruechtiger Ackerfrauenmantel","Aphanes inexspectata","W. Lippert","plant"
"50179","Aphanorhegma patens (Hedw.) Lindb.","","","","moss"
"497","Apium graveolens L.","Echter Sellerie","Apium graveolens","L.","plant"
"498","Apium inundatum (L.) Rchb.f.","Flutender Sellerie","Apium inundatum","(L.) Rchb.f.","plant"
"500","Apium nodiflorum (L.) Lag.","Knotenbluetiger Sellerie","Apium nodiflorum","(L.) Lag.","plant"
"501","Apium repens (Jacq.) Lag.","Kriechender Sellerie","Apium repens","(Jacq.) Lag.","plant"
"50180","Apometzgeria pubescens (Schrank) Kuwah.","Behaartes Igelhaubenmoos","","","moss"
"502","Aposeris foetida (L.) Less.","Hainsalat","Aposeris foetida","(L.) Less.","plant"
"508","Aquilegia atrata W. D. J. Koch","Schwarzviolette Akelei","Aquilegia atrata","W. D. J. Koch","plant"
"504","Aquilegia einseleana F. W. Schultz","Kleinbluetige Akelei","Aquilegia einseleana","F. W. Schultz","plant"
"510","Aquilegia vulgaris L. s. str.","Gewoehnliche Akelei","Aquilegia vulgaris","L. s. str.","plant"
"512","Arabidopsis thaliana (L.) Heynh.","Acker-Schmalwand","Arabidopsis thaliana","(L.) Heynh.","plant"
"514","Arabis alpina L. s. str.","Alpen-Gaensekresse","Arabis alpina","L. s. str.","plant"
"516","Arabis auriculata Lam.","Oehrchen-Gaensekresse","Arabis auriculata","Lam.","plant"
"20511","Arabis bellidifolia Crantz s. l.","Zwerg-Gaensekresse","Arabis bellidifolia","Crantz s. l.","plant"
"20512","Arabis bellidifolia subsp. bellidifolia Crantz","Gewoehnliche Zwerg-Gaensekresse","Arabis bellidifolia subsp. bellidifolia","Crantz","plant"
"20513","Arabis bellidifolia subsp. stellulata (Bertol.) Greuter & Burdet","Sternhaarige Zwerg-Gaensekresse","Arabis bellidifolia subsp. stellulata","(Bertol.) Greuter & Burdet","plant"
"518","Arabis caerulea All.","Blaue Gaensekresse","Arabis caerulea","All.","plant"
"515","Arabis caucasica Willd.","Kaukasische Gaensekresse","Arabis caucasica","Willd.","plant"
"519","Arabis ciliata Clairv.","Doldige Gaensekresse","Arabis ciliata","Clairv.","plant"
"7303","Arabis collina Ten.","Huegel-Gaensekresse","Arabis collina","Ten.","plant"
"520","Arabis glabra (L.) Bernh.","Turmkraut","Arabis glabra","(L.) Bernh.","plant"
"523","Arabis hirsuta (L.) Scop.","Behaarte Gaensekresse","Arabis hirsuta","(L.) Scop.","plant"
"521","Arabis hirsuta agg.","Artengruppe Behaarte Gaensekresse","Arabis hirsuta agg.","","plant"
"20072","Arabis nemorensis (Hoffm.) Koch","Flachschotige Gaensekresse","Arabis nemorensis","(Hoffm.) Koch","plant"
"530","Arabis pauciflora (Grimm) Garcke","Armbluetige Gaensekresse","Arabis pauciflora","(Grimm) Garcke","plant"
"526","Arabis sagittata (Bertol.) DC.","Pfeilblaettrige Gaensekresse","Arabis sagittata","(Bertol.) DC.","plant"
"6616","Arabis soyeri Reut. & Huet","Glaenzende Gaensekresse","Arabis soyeri","Reut. & Huet","plant"
"540","Arabis soyeri subsp. subcoriacea (Gren.) Breistr.","Glaenzende Gaensekresse","Arabis soyeri subsp. subcoriacea","(Gren.) Breistr.","plant"
"541","Arabis turrita L.","Turm-Gaensekresse","Arabis turrita","L.","plant"
"50181","Archidium alternifolium (Hedw.) Mitt.","","","","moss"
"546","Arctium lappa L.","Grosse Klette","Arctium lappa","L.","plant"
"13702","Arctium minus (Hill) Bernh. s. l.","Kleine Klette","Arctium minus","(Hill) Bernh. s. l.","plant"
"549","Arctium nemorosum Lej.","Hain-Klette","Arctium nemorosum","Lej.","plant"
"551","Arctium tomentosum Mill.","Filzige Klette","Arctium tomentosum","Mill.","plant"
"552","Arctostaphylos alpinus (L.) Spreng.","Alpen-Baerentraube","Arctostaphylos alpinus","(L.) Spreng.","plant"
"553","Arctostaphylos uva-ursi (L.) Spreng.","Immergruene Baerentraube","Arctostaphylos uva-ursi","(L.) Spreng.","plant"
"554","Aremonia agrimonoides (L.) DC.","Nelkenwurz-Odermennig","Aremonia agrimonoides","(L.) DC.","plant"
"555","Arenaria biflora L.","Zweibluetiges Sandkraut","Arenaria biflora","L.","plant"
"26651","Arenaria ciliata L. s. l.","Wimper-Sandkraut","Arenaria ciliata","L. s. l.","plant"
"20550","Arenaria ciliata subsp. multicaulis","Vielstaengeliges Wimper-Sandkraut","Arenaria ciliata subsp. multicaulis","","plant"
"564","Arenaria leptoclados (Rchb.) Guss.","Duennstaengeliges Sandkraut","Arenaria leptoclados","(Rchb.) Guss.","plant"
"13703","Arenaria serpyllifolia L. s. l.","Quendelblaettriges Sandkraut","Arenaria serpyllifolia","L. s. l.","plant"
"26565","Arenaria serpyllifolia subsp. lloydii (Jord.) Bonnier","Lloyds Quendelblaettriges Sandkraut","Arenaria serpyllifolia subsp. lloydii","(Jord.) Bonnier","plant"
"6463","Arenaria serpyllifolia subsp. serpyllifolia L.","Gewoehnliches Quendelblaettriges Sandkraut","Arenaria serpyllifolia subsp. serpyllifolia","L.","plant"
"570","Aristolochia clematitis L.","Gewoehnliche Osterluzei","Aristolochia clematitis","L.","plant"
"20578","Armeria arenaria (Pers.) Schult.","Wegerich-Grasnelke","Armeria arenaria","(Pers.) Schult.","plant"
"581","Armeria maritima (Mill.) Willd. s. l.","Gewoehnliche Grasnelke","Armeria maritima","(Mill.) Willd. s. l.","plant"
"20584","Armeria maritima subsp. elongata (Hoffm.) Bonnier","Sand-Grasnelke","Armeria maritima subsp. elongata","(Hoffm.) Bonnier","plant"
"20585","Armeria maritima subsp. halleri (Wallr.) Rothm. s. l.","Galmei-Grasnelke","Armeria maritima subsp. halleri","(Wallr.) Rothm. s. l.","plant"
"20587","Armeria maritima subsp. maritima (Mill.) Willd.","Sand-Grasnelke","Armeria maritima subsp. maritima","(Mill.) Willd.","plant"
"20588","Armeria maritima subsp. purpurea (Koch) Å. Loeve & D. Loeve","Purpur-Grasnelke","Armeria maritima subsp. purpurea","(Koch) Å. Loeve & D. Loeve","plant"
"584","Armoracia rusticana P. Gaertn., B. Mey. & Scherb.","Meerrettich","Armoracia rusticana","P. Gaertn., B. Mey. & Scherb.","plant"
"585","Arnica montana L.","Berg-Wohlverleih","Arnica montana","L.","plant"
"586","Arnoseris minima (L.) Schweigg. & Koerte","Laemmersalat","Arnoseris minima","(L.) Schweigg. & Koerte","plant"
"587","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl","Glatthafer","Arrhenatherum elatius","(L.) P. Beauv. ex J. Presl & C. Presl","plant"
"25915","Arrhenatherum elatius var. bulbosum (Willd.) Spenn.","Knolliger Glatthafer","Arrhenatherum elatius var. bulbosum","(Willd.) Spenn.","plant"
"27177","Arrhenatherum elatius var. elatius (L.) P. Beauv. ex J. Presl & C. Presl","Gewoehnlicher Glatthafer","Arrhenatherum elatius var. elatius","(L.) P. Beauv. ex J. Presl & C. Presl","plant"
"589","Artemisia absinthium L.","Wermut","Artemisia absinthium","L.","plant"
"591","Artemisia annua L.","Einjaehriger Beifuss","Artemisia annua","L.","plant"
"593","Artemisia austriaca Jacq.","Oesterreichischer Beifuss","Artemisia austriaca","Jacq.","plant"
"596","Artemisia campestris L.","Feld-Beifuss","Artemisia campestris","L.","plant"
"6466","Artemisia campestris subsp. campestris L.","Gewoehnlicher Feld-Beifuss","Artemisia campestris subsp. campestris","L.","plant"
"6467","Artemisia campestris subsp. lednicensis (Rochel ex Spreng.) Jáv.","Seidiger Feld-Beifuss","Artemisia campestris subsp. lednicensis","(Rochel ex Spreng.) Jáv.","plant"
"6625","Artemisia campestris subsp. sericea (Fr.) Lemke & Rothm. , nom. inval.","Nickender Feld-Beifuss","Artemisia campestris subsp. sericea","(Fr.) Lemke & Rothm. , nom. inval.","plant"
"598","Artemisia dracunculus L.","Estragon","Artemisia dracunculus","L.","plant"
"602","Artemisia laciniata Willd.","Schlitzblaettriger Beifuss","Artemisia laciniata","Willd.","plant"
"605","Artemisia maritima L.","Strand-Beifuss","Artemisia maritima","L.","plant"
"611","Artemisia pontica L.","Pontischer Beifuss","Artemisia pontica","L.","plant"
"612","Artemisia rupestris L.","Felsen-Beifuss","Artemisia rupestris","L.","plant"
