plantNameLatin;plantNameAuthor;plantType;plantTaxonName;plantNameGerman
Apium repens;(Jacq.) Lag.;plant;Apium repens (Jacq.) Lag.;Kriechender Sellerie
Apium;;plant;Apium sp.;Sellerie
Aposeris foetida;(L.) Less.;plant;Aposeris foetida (L.) Less.;Hainsalat
Aquilegia atrata;W. D. J. Koch;plant;Aquilegia atrata W. D. J. Koch;Schwarzviolette Akelei
Aquilegia einseleana;F. W. Schultz;plant;Aquilegia einseleana F. W. Schultz;Kleinblütige Akelei
Aquilegia vulgaris;L. s. str.;plant;Aquilegia vulgaris L. s. str.;Gewöhnliche Akelei
Aquilegia;;plant;Aquilegia sp.;Akelei
Arabidopsis thaliana;(L.) Heynh.;plant;Arabidopsis thaliana (L.) Heynh.;Acker-Schmalwand
Arabidopsis;;plant;Arabidopsis sp.;Schmalwand
Arabis alpina;L. s. str.;plant;Arabis alpina L. s. str.;Alpen-Gänsekresse
Arabis auriculata;Lam.;plant;Arabis auriculata Lam.;Öhrchen-Gänsekresse
Arabis bellidifolia;Crantz s. l.;plant;Arabis bellidifolia Crantz s. l.;Zwerg-Gänsekresse
Arabis bellidifolia subsp. bellidifolia;Crantz;plant;Arabis bellidifolia subsp. bellidifolia Crantz;Gewöhnliche Zwerg-Gänsekresse
Arabis bellidifolia subsp. stellulata;(Bertol.) Greuter & Burdet;plant;Arabis bellidifolia subsp. stellulata (Bertol.) Greuter & Burdet;Sternhaarige Zwerg-Gänsekresse
Arabis caerulea;All.;plant;Arabis caerulea All.;Blaue Gänsekresse
Arabis caucasica;Willd.;plant;Arabis caucasica Willd.;Kaukasische Gänsekresse
Arabis ciliata;Clairv.;plant;Arabis ciliata Clairv.;Doldige Gänsekresse
Arabis collina;Ten.;plant;Arabis collina Ten.;Hügel-Gänsekresse
Arabis glabra;(L.) Bernh.;plant;Arabis glabra (L.) Bernh.;Turmkraut
Arabis hirsuta;(L.) Scop.;plant;Arabis hirsuta (L.) Scop.;Behaarte Gänsekresse
Arabis hirsuta agg.;;plant;Arabis hirsuta agg. ;Behaarte Gänsekresse
Arabis nemorensis;(Hoffm.) Koch;plant;Arabis nemorensis (Hoffm.) Koch;Flachschotige Gänsekresse
Arabis pauciflora;(Grimm) Garcke;plant;Arabis pauciflora (Grimm) Garcke;Armblütige Gänsekresse
Arabis sagittata;(Bertol.) DC.;plant;Arabis sagittata (Bertol.) DC.;Pfeilblättrige Gänsekresse
Arabis soyeri;Reut. & Huet;plant;Arabis soyeri Reut. & Huet;Glänzende Gänsekresse
Arabis soyeri subsp. subcoriacea;(Gren.) Breistr.;plant;Arabis soyeri subsp. subcoriacea (Gren.) Breistr.;Glänzende Gänsekresse
Arabis turrita;L.;plant;Arabis turrita L.;Turm-Gänsekresse
Arabis;;plant;Arabis sp.;Gänsekresse
Arctium lappa;L.;plant;Arctium lappa L.;Große Klette
Arctium minus;(Hill) Bernh. s. l.;plant;Arctium minus (Hill) Bernh. s. l.;Kleine Klette
Arctium nemorosum;Lej.;plant;Arctium nemorosum Lej.;Hain-Klette
Arctium tomentosum;Mill.;plant;Arctium tomentosum Mill.;Filzige Klette
Arctium tomentosum;Mill.;plant;Arctium tomentosum Mill.;Filzklette
Arctium;;plant;Arctium sp.;Klette
Arctostaphylos alpinus;(L.) Spreng.;plant;Arctostaphylos alpinus (L.) Spreng.;Alpen-Bärentraube
Arctostaphylos uva-ursi;(L.) Spreng.;plant;Arctostaphylos uva-ursi (L.) Spreng.;Immergrüne Bärentraube
Arctostaphylos;;plant;Arctostaphylos sp.;Bärentraube
Aremonia agrimonoides;(L.) DC.;plant;Aremonia agrimonoides (L.) DC.;Nelkenwurz-Odermennig
Arenaria biflora;L.;plant;Arenaria biflora L.;Zweiblütiges Sandkraut
Arenaria ciliata;L. s. l.;plant;Arenaria ciliata L. s. l.;Wimper-Sandkraut
Arenaria ciliata subsp. multicaulis ;;plant;Arenaria ciliata subsp. multicaulis ;Vielstängeliges Wimper-Sandkraut
Arenaria leptoclados;(Rchb.) Guss.;plant;Arenaria leptoclados (Rchb.) Guss.;Dünnstängeliges Sandkraut
Arenaria serpyllifolia;L. s. l.;plant;Arenaria serpyllifolia L. s. l.;Quendelblättriges Sandkraut
Arenaria serpyllifolia subsp. lloydii;(Jord.) Bonnier;plant;Arenaria serpyllifolia subsp. lloydii (Jord.) Bonnier;Lloyds Quendelblättriges Sandkraut
Arenaria serpyllifolia subsp. serpyllifolia;L.;plant;Arenaria serpyllifolia subsp. serpyllifolia L.;Gewöhnliches Quendelblättriges Sandkraut
Arenaria;;plant;Arenaria sp.;Sandkraut
Aristolochia clematitis;L.;plant;Aristolochia clematitis L.;Gewöhnliche Osterluzei
Aristolochia;;plant;Aristolochia sp.;Osterluzei
Armeria arenaria;(Pers.) Schult.;plant;Armeria arenaria (Pers.) Schult.;Wegerich-Grasnelke
Armeria maritima;(Mill.) Willd. s. l.;plant;Armeria maritima (Mill.) Willd. s. l.;Gewöhnliche Grasnelke
Armeria maritima subsp. elongata;(Hoffm.) Bonnier;plant;Armeria maritima subsp. elongata (Hoffm.) Bonnier;Sand-Grasnelke
Armeria maritima subsp. elongata;(Hoffm.) Bonnier;plant;Armeria maritima subsp. elongata (Hoffm.) Bonnier;Sandgrasnelke
Armeria maritima subsp. halleri;(Wallr.) Rothm. s. l.;plant;Armeria maritima subsp. halleri (Wallr.) Rothm. s. l.;Galmei-Grasnelke
Armeria maritima subsp. maritima;(Mill.) Willd.;plant;Armeria maritima subsp. maritima (Mill.) Willd.;Sand-Grasnelke
Armeria maritima subsp. purpurea;(Koch) Å. Löve & D. Löve;plant;Armeria maritima subsp. purpurea (Koch) Å. Löve & D. Löve;Purpur-Grasnelke
Armeria;;plant;Armeria sp.;Grasnelke
Armoracia rusticana;P. Gaertn., B. Mey. & Scherb.;plant;Armoracia rusticana P. Gaertn., B. Mey. & Scherb.;Meerrettich
Arnica montana;L.;plant;Arnica montana L.;Berg-Wohlverleih
Arnica;;plant;Arnica sp.;Wohlverleih
Arnoseris minima;(L.) Schweigg. & Körte;plant;Arnoseris minima (L.) Schweigg. & Körte;Lämmersalat
Arrhenatherum elatius;(L.) P. Beauv. ex J. Presl & C. Presl;plant;Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl;Glatthafer
Arrhenatherum elatius var. bulbosum;(Willd.) Spenn.;plant;Arrhenatherum elatius var. bulbosum (Willd.) Spenn.;Knolliger Glatthafer
Arrhenatherum elatius var. elatius;(L.) P. Beauv. ex J. Presl & C. Presl;plant;Arrhenatherum elatius var. elatius (L.) P. Beauv. ex J. Presl & C. Presl;Gewöhnlicher Glatthafer
Artemisia absinthium;L.;plant;Artemisia absinthium L.;Wermut
Artemisia annua;L.;plant;Artemisia annua L.;Einjähriger Beifuß
Artemisia austriaca;Jacq.;plant;Artemisia austriaca Jacq.;Österreichischer Beifuß
Artemisia campestris;L.;plant;Artemisia campestris L.;Feld-Beifuß
Artemisia campestris;L.;plant;Artemisia campestris L.;Feldbeifuß
Artemisia campestris subsp. campestris;L.;plant;Artemisia campestris subsp. campestris L.;Gewöhnlicher Feld-Beifuß
Artemisia campestris subsp. lednicensis;(Rochel ex Spreng.) Jáv.;plant;Artemisia campestris subsp. lednicensis (Rochel ex Spreng.) Jáv.;Seidiger Feld-Beifuß
Artemisia campestris subsp. sericea;(Fr.) Lemke & Rothm. , nom. inval.;plant;Artemisia campestris subsp. sericea (Fr.) Lemke & Rothm. , nom. inval.;Nickender Feld-Beifuß
Artemisia dracunculus;L.;plant;Artemisia dracunculus L.;Estragon
Artemisia laciniata;Willd.;plant;Artemisia laciniata Willd.;Schlitzblättriger Beifuß
Artemisia maritima;L.;plant;Artemisia maritima L.;Strand-Beifuß
Artemisia maritima;L.;plant;Artemisia maritima L.;Strandbeifuß
Artemisia pontica;L.;plant;Artemisia pontica L.;Pontischer Beifuß
Artemisia rupestris;L.;plant;Artemisia rupestris L.;Felsen-Beifuß
Artemisia scoparia;Waldst. & Kit.;plant;Artemisia scoparia Waldst. & Kit.;Besen-Beifuß
Artemisia tournefortiana;Rchb.;plant;Artemisia tournefortiana Rchb.;Armenischer Beifuß
Artemisia umbelliformis;Lam.;plant;Artemisia umbelliformis Lam.;Echte Edelraute
Artemisia verlotiorum;Lamotte;plant;Artemisia verlotiorum Lamotte;Kamtschatka-Beifuß
Artemisia vulgaris;L.;plant;Artemisia vulgaris L.;Gewöhnlicher Beifuß
Artemisia;;plant;Artemisia sp.;Beifuß
Arum maculatum;L. s. str.;plant;Arum maculatum L. s. str.;Gefleckter Aronstab
Arum maculatum;L. s. str.;plant;Arum maculatum L. s. str.;Aronstab
Aruncus dioicus;(Walter) Fernald;plant;Aruncus dioicus (Walter) Fernald;Wald-Geißbart
Aruncus dioicus;(Walter) Fernald;plant;Aruncus dioicus (Walter) Fernald;Geißbart
Asarina procumbens;Mill.;plant;Asarina procumbens Mill.;Nierenblättriges Löwenmaul
Asarum europaeum;L.;plant;Asarum europaeum L.;Gewöhnliche Haselwurz
Asarum europaeum;L.;plant;Asarum europaeum L.;Haselwurz
Asclepias syriaca;L.;plant;Asclepias syriaca L.;Syrische Seidenpflanze
Asparagus officinalis;L.;plant;Asparagus officinalis L.;Gemüse-Spargel
Asparagus officinalis;L.;plant;Asparagus officinalis L.;Gemüsespargel
Asparagus officinalis;L.;plant;Asparagus officinalis L.;Spargel
Asperugo procumbens;L.;plant;Asperugo procumbens L.;Schlangenäuglein
Asperula arvensis;L.;plant;Asperula arvensis L.;Acker-Meier
Asperula arvensis;L.;plant;Asperula arvensis L.;Ackermeier
Asperula cynanchica;L.;plant;Asperula cynanchica L.;Hügel-Meier
Asperula neilreichii;Beck;plant;Asperula neilreichii Beck;Ostalpen-Meier
Asperula taurina;L.;plant;Asperula taurina L.;Turin-Meier
Asperula tinctoria;L.;plant;Asperula tinctoria L.;Färber-Meier
Asperula tinctoria;L.;plant;Asperula tinctoria L.;Färbermeier
Asperula;;plant;Asperula sp.;Meier
Asplenium adiantum-nigrum;L.;plant;Asplenium adiantum-nigrum L.;Schwarzer Streifenfarn
Asplenium adulterinum;Milde;plant;Asplenium adulterinum Milde;Braungrüner Streifenfarn
Asplenium ceterach;L.;plant;Asplenium ceterach L.;Schriftfarn
Asplenium cuneifolium;Viv.;plant;Asplenium cuneifolium Viv.;Serpentin-Streifenfarn
Asplenium fissum;Kit. ex Willd.;plant;Asplenium fissum Kit. ex Willd.;Zerschlitzter Streifenfarn
Asplenium fontanum;(L.) Bernh.;plant;Asplenium fontanum (L.) Bernh.;Jura-Streifenfarn
Asplenium foreziense;Magnier;plant;Asplenium foreziense Magnier;Französischer Streifenfarn
Asplenium obovatum;Viv. s. l.;plant;Asplenium obovatum Viv. s. l.;Lanzettblättriger Streifenfarn
Asplenium obovatum subsp. lanceolatum;(Fiori) P. Silva;plant;Asplenium obovatum subsp. lanceolatum (Fiori) P. Silva;Lanzettblättriger Streifenfarn
Asplenium ruta-muraria;L.;plant;Asplenium ruta-muraria L.;Mauerraute
Asplenium scolopendrium;L.;plant;Asplenium scolopendrium L.;Hirschzunge
Asplenium seelosii;Leyb.;plant;Asplenium seelosii Leyb.;Dolomit-Streifenfarn
Asplenium septentrionale;(L.) Hoffm.;plant;Asplenium septentrionale (L.) Hoffm.;Nordischer Streifenfarn
Asplenium trichomanes;L.;plant;Asplenium trichomanes L.;Brauner Streifenfarn
Asplenium trichomanes subsp. hastatum;(Christ) S. Jessen;plant;Asplenium trichomanes subsp. hastatum (Christ) S. Jessen;Geöhrter Brauner Streifenfarn
Asplenium trichomanes subsp. pachyrachis;(Christ) Lovis & Reichst.;plant;Asplenium trichomanes subsp. pachyrachis (Christ) Lovis & Reichst.;Dickstieliger Brauner Streifenfarn
Asplenium trichomanes subsp. quadrivalens;D. E. Mey.;plant;Asplenium trichomanes subsp. quadrivalens D. E. Mey.;Gewöhnlicher Brauner Streifenfarn
Asplenium trichomanes subsp. trichomanes;L.;plant;Asplenium trichomanes subsp. trichomanes L.;Silikatliebender Brauner Streifenfarn
Asplenium viride;Huds.;plant;Asplenium viride Huds.;Grüner Streifenfarn
Asplenium x alternifolium;Wulfen;plant;Asplenium x alternifolium Wulfen;Deutscher Streifenfarn
Asplenium;;plant;Asplenium sp.;Streifenfarn
Aster alpinus;L.;plant;Aster alpinus L.;Alpen-Aster
Aster alpinus;L.;plant;Aster alpinus L.;Alpenaster
Aster amellus;L.;plant;Aster amellus L.;Kalk-Aster
Aster amellus;L.;plant;Aster amellus L.;Kalkaster
Aster bellidiastrum;(L.) Scop.;plant;Aster bellidiastrum (L.) Scop.;Alpenmaßliebchen
Aster laevis;L.;plant;Aster laevis L.;Kahle Aster
Aster lanceolatus;Willd. s. str.;plant;Aster lanceolatus Willd. s. str.;Lanzettblättrige Aster
Aster linosyris;(L.) Bernh.;plant;Aster linosyris (L.) Bernh.;Gold-Aster
Aster linosyris;(L.) Bernh.;plant;Aster linosyris (L.) Bernh.;Goldaster
Aster novi-belgii;L.;plant;Aster novi-belgii L.;Glattblatt-Aster
Aster parviflorus;Nees;plant;Aster parviflorus Nees;Kleinblütige Aster
Aster tripolium;L.;plant;Aster tripolium L.;Strand-Aster
Aster tripolium;L.;plant;Aster tripolium L.;Strandaster
Aster x salignus;Willd.;plant;Aster x salignus Willd.;Weidenblättrige Aster
Aster x versicolor;Willd.;plant;Aster x versicolor Willd.;Bunte Glattblatt-Aster
Aster;;plant;Aster sp.;Aster
Astragalus alpinus;L.;plant;Astragalus alpinus L.;Alpen-Tragant
Astragalus arenarius;L.;plant;Astragalus arenarius L.;Sand-Tragant
Astragalus australis;(L.) Lam.;plant;Astragalus australis (L.) Lam.;Südlicher Tragant
Astragalus cicer;L.;plant;Astragalus cicer L.;Kicher-Tragant
Astragalus cicer;L.;plant;Astragalus cicer L.;Kichertragant
Astragalus danicus;Retz.;plant;Astragalus danicus Retz.;Dänischer Tragant
Astragalus exscapus;L.;plant;Astragalus exscapus L.;Stängelloser Tragant
Astragalus frigidus;(L.) A. Gray;plant;Astragalus frigidus (L.) A. Gray;Gletscher-Tragant
Astragalus glycyphyllos;L.;plant;Astragalus glycyphyllos L.;Bärenschote
Astragalus glycyphyllos;L.;plant;Astragalus glycyphyllos L.;Süßholz-Tragant
Astragalus penduliflorus;Lam.;plant;Astragalus penduliflorus Lam.;Blasen-Tragant
Astragalus;;plant;Astragalus sp.;Tragant
Astrantia bavarica;F. W. Schultz;plant;Astrantia bavarica F. W. Schultz;Bayerische Sterndolde
Astrantia major;L.;plant;Astrantia major L.;Große Sterndolde
Astrantia major subsp. carinthiaca;(Hoppe) Arcang.;plant;Astrantia major subsp. carinthiaca (Hoppe) Arcang.;Kärntner Sterndolde
Astrantia major subsp. major;L.;plant;Astrantia major subsp. major L.;Gewöhnliche Große Sterndolde
Astrantia;;plant;Astrantia sp.;Sterndolde
Athamanta cretensis;L.;plant;Athamanta cretensis L.;Augenwurz
Athyrium distentifolium;Tausch ex Opiz;plant;Athyrium distentifolium Tausch ex Opiz;Gebirgs-Frauenfarn
Athyrium filix-femina;(L.) Roth;plant;Athyrium filix-femina (L.) Roth;Wald-Frauenfarn
Athyrium;;plant;Athyrium sp.;Frauenfarn
Atriplex calotheca;(Rafn) Fr.;plant;Atriplex calotheca (Rafn) Fr.;Pfeilblättrige Melde
Atriplex glabriuscula;Edmondston;plant;Atriplex glabriuscula Edmondston;Kahle Melde
Atriplex hortensis;L.;plant;Atriplex hortensis L.;Garten-Melde
Atriplex hortensis;L.;plant;Atriplex hortensis L.;Gartenmelde
Atriplex laciniata;L.;plant;Atriplex laciniata L.;Gelappte Melde
Atriplex littoralis;L.;plant;Atriplex littoralis L.;Strand-Melde
Atriplex littoralis;L.;plant;Atriplex littoralis L.;Strandmelde
Atriplex longipes;Drejer;plant;Atriplex longipes Drejer;Stiel-Melde
Atriplex micrantha;Ledeb.;plant;Atriplex micrantha Ledeb.;Verschiedensamige Melde
Atriplex oblongifolia;Waldst. & Kit.;plant;Atriplex oblongifolia Waldst. & Kit.;Langblättrige Melde
Atriplex patula;L.;plant;Atriplex patula L.;Spreizende Melde
Atriplex pedunculata;L.;plant;Atriplex pedunculata L.;Gestielte Keilmelde
Atriplex portulacoides;L.;plant;Atriplex portulacoides L.;Portulak-Keilmelde
Atriplex prostrata;Boucher ex DC.;plant;Atriplex prostrata Boucher ex DC.;Spieß-Melde
Atriplex prostrata;Boucher ex DC.;plant;Atriplex prostrata Boucher ex DC.;Spießmelde
Atriplex rosea;L.;plant;Atriplex rosea L.;Rosen-Melde
Atriplex sagittata;Borkh.;plant;Atriplex sagittata Borkh.;Glanz-Melde
Atriplex tatarica;L.;plant;Atriplex tatarica L.;Tataren-Melde
Atriplex;;plant;Atriplex sp.;Melde
Atropa bella-donna;L.;plant;Atropa bella-donna L.;Tollkirsche
Aurinia saxatilis;(L.) Desv.;plant;Aurinia saxatilis (L.) Desv.;Felsen-Steinkraut
Avena fatua;L.;plant;Avena fatua L.;Flug-Hafer
Avena fatua;L.;plant;Avena fatua L.;Flughafer
Avena strigosa;Schreb.;plant;Avena strigosa Schreb.;Sand-Hafer
Avena strigosa;Schreb.;plant;Avena strigosa Schreb.;Sandhafer
Avena sativa;L.;plant;Avena sativa L.;Saat-Hafer
Avena;;plant;Avena sp.;Hafer
Azolla filiculoides;Lam.;plant;Azolla filiculoides Lam.;Großer Algenfarn
Azolla filiculoides;Lam.;plant;Azolla filiculoides Lam.;Algenfarn
Baldellia ranunculoides;(L.) Parl.;plant;Baldellia ranunculoides (L.) Parl.;Igelschlauch
Ballota nigra;L. s. l.;plant;Ballota nigra L. s. l.;Schwarznessel
Ballota nigra subsp. meridionalis;(Bég.) Bég.;plant;Ballota nigra subsp. meridionalis (Bég.) Bég.;Schwarznessel
Ballota nigra subsp. nigra;L.;plant;Ballota nigra subsp. nigra L.;Schwarznessel
Barbarea intermedia;Boreau;plant;Barbarea intermedia Boreau;Mittleres Barbarakraut
Barbarea stricta;Andrz.;plant;Barbarea stricta Andrz.;Steifes Barbarakraut
Barbarea vulgaris;R. Br.;plant;Barbarea vulgaris R. Br.;Gewöhnliches Barbarakraut
Barbarea;;plant;Barbarea sp.;Barbarakraut
Bartsia alpina;L.;plant;Bartsia alpina L.;Alpenhelm
Bassia hirsuta;(L.) Asch.;plant;Bassia hirsuta (L.) Asch.;Rauhaarige Dornmelde
Bassia laniflora;(S. G. Gmel.) A. J. Scott;plant;Bassia laniflora (S. G. Gmel.) A. J. Scott;Sand-Radmelde
Bassia scoparia;(L.) A. J. Scott;plant;Bassia scoparia (L.) A. J. Scott;Besen-Radmelde
Bassia;;plant;Bassia sp.;Radmelde
Bellis perennis;L.;plant;Bellis perennis L.;Gänseblümchen
Berberis vulgaris;L.;plant;Berberis vulgaris L.;Gewöhnliche Berberitze
Berberis;;plant;Berberis sp.;Berberitze
Berteroa incana;(L.) DC.;plant;Berteroa incana (L.) DC.;Graukresse
Berula erecta;(Huds.) Coville;plant;Berula erecta (Huds.) Coville;Schmalblättriger Merk
Beta vulgaris;L. s. l.;plant;Beta vulgaris L. s. l.;Rübe
Beta vulgaris subsp. maritima;(L.) Arcang.;plant;Beta vulgaris subsp. maritima (L.) Arcang.;Wilde Rübe
Betonica alopecuros;L.;plant;Betonica alopecuros L.;Fuchsschwanz-Ziest
Betonica officinalis;L.;plant;Betonica officinalis L.;Heil-Ziest
Betula humilis;Schrank;plant;Betula humilis Schrank;Strauch-Birke
Betula nana;L.;plant;Betula nana L.;Zwerg-Birke
Betula nana;L.;plant;Betula nana L.;Zwergbirke
Betula pendula;Roth;plant;Betula pendula Roth;Hänge-Birke
Betula pendula;Roth;plant;Betula pendula Roth;Hängebirke
Betula pubescens;Ehrh. s. l.;plant;Betula pubescens Ehrh. s. l.;Moor-Birke
Betula pubescens;Ehrh. s. l.;plant;Betula pubescens Ehrh. s. l.;Moorbirke
Betula pubescens subsp. carpatica;(Waldst. & Kit. ex Willd.) Asch. & Graebn.;plant;Betula pubescens subsp. carpatica (Waldst. & Kit. ex Willd.) Asch. & Graebn.;Karpaten-Birke
Betula pubescens subsp. pubescens;Ehrh.;plant;Betula pubescens subsp. pubescens Ehrh.;Gewöhnliche Moor-Birke
Betula;;plant;Betula sp.;Birke
Bidens cernua;L.;plant;Bidens cernua L.;Nickender Zweizahn
Bidens connata;H. L. Mühl. ex Willd.;plant;Bidens connata H. L. Mühl. ex Willd.;Verwachsenblättriger Zweizahn
Bidens frondosa;L.;plant;Bidens frondosa L.;Schwarzfrüchtiger Zweizahn
Bidens radiata;Thuill.;plant;Bidens radiata Thuill.;Strahliger Zweizahn
Bidens tripartita;L.;plant;Bidens tripartita L.;Dreiteiliger Zweizahn
Bidens;;plant;Bidens sp.;Zweizahn
Bifora radians;M. Bieb.;plant;Bifora radians M. Bieb.;Strahlen-Hohlsame
Biscutella laevigata;L.;plant;Biscutella laevigata L.;Brillenschötchen
Biscutella laevigata subsp. gracilis;Mach.-Laur.;plant;Biscutella laevigata subsp. gracilis Mach.-Laur.;Zerbrechliches Brillenschötchen
Biscutella laevigata subsp. guestphalica;Mach.-Laur.;plant;Biscutella laevigata subsp. guestphalica Mach.-Laur.;Westfälisches Brillenschötchen
Biscutella laevigata subsp. kerneri;Mach.-Laur.;plant;Biscutella laevigata subsp. kerneri Mach.-Laur.;Kerners Brillenschötchen
Biscutella laevigata subsp. laevigata;L.;plant;Biscutella laevigata subsp. laevigata L.;Glattes Brillenschötchen
Biscutella laevigata subsp. subaphylla;Mach.-Laur.;plant;Biscutella laevigata subsp. subaphylla Mach.-Laur.;Blattloses Brillenschötchen
Biscutella laevigata subsp. tenuifolia;(Bluff & Fingerh.) Mach.-Laur.;plant;Biscutella laevigata subsp. tenuifolia (Bluff & Fingerh.) Mach.-Laur.;Schmalblättriges Brillenschötchen
Biscutella laevigata subsp. varia;(Dumort.) Rouy & Foucaud;plant;Biscutella laevigata subsp. varia (Dumort.) Rouy & Foucaud;Veränderliches Brillenschötchen
Bistorta officinalis;Delarbre;plant;Bistorta officinalis Delarbre;Schlangen-Knöterich
Bistorta officinalis;Delarbre;plant;Bistorta officinalis Delarbre;Schlangenknöterich
Bistorta vivipara;(L.) Delarbre;plant;Bistorta vivipara (L.) Delarbre;Knöllchen-Knöterich
Blackstonia acuminata;(W. D. J. Koch & Ziz) Domin;plant;Blackstonia acuminata (W. D. J. Koch & Ziz) Domin;Später Bitterling
Blackstonia perfoliata;(L.) Huds. s. str.;plant;Blackstonia perfoliata (L.) Huds. s. str.;Durchwachsener Bitterling
Blechnum spicant;(L.) Roth;plant;Blechnum spicant (L.) Roth;Rippenfarn
Blysmus compressus;(L.) Panz. ex Link;plant;Blysmus compressus (L.) Panz. ex Link;Zusammengedrücktes Quellried
Blysmus rufus;(Huds.) Link;plant;Blysmus rufus (Huds.) Link;Rote Quellbinse
Bolboschoenus maritimus;(L.) Palla;plant;Bolboschoenus maritimus (L.) Palla;Gewöhnliche Strandsimse
Bothriochloa ischaemum;(L.) Keng;plant;Bothriochloa ischaemum (L.) Keng;Bartgras
Botrychium lunaria;(L.) Sw.;plant;Botrychium lunaria (L.) Sw.;Echte Mondraute
Botrychium matricariifolium;(A. Braun ex Döll) W. D. J. Koch;plant;Botrychium matricariifolium (A. Braun ex Döll) W. D. J. Koch;Ästige Mondraute
Botrychium multifidum;(S. G. Gmel.) Rupr.;plant;Botrychium multifidum (S. G. Gmel.) Rupr.;Vielteilige Mondraute
Botrychium simplex;E. Hitchc.;plant;Botrychium simplex E. Hitchc.;Einfache Mondraute
Botrychium virginianum;(L.) Sw.;plant;Botrychium virginianum (L.) Sw.;Virginische Mondraute
Botrychium;;plant;Botrychium sp.;Mondraute
Brachypodium pinnatum;(L.) P. Beauv.;plant;Brachypodium pinnatum (L.) P. Beauv.;Gewöhnliche Fieder-Zwenke
Brachypodium pinnatum;(L.) P. Beauv.;plant;Brachypodium pinnatum (L.) P. Beauv.;Fiederzwenke
Brachypodium rupestre;(Host) Roem. & Schult.;plant;Brachypodium rupestre (Host) Roem. & Schult.;Felsen-Fiederzwenke
Brachypodium sylvaticum;(Huds.) P. Beauv.;plant;Brachypodium sylvaticum (Huds.) P. Beauv.;Wald-Fiederzwenke
